ID_Nasabah,Bulan,Tahun,Saldo
1401,December,2022,21173633
1402,April,2021,6677165
1402,May,2021,7048668
1402,June,2021,6614527
1402,July,2021,6733915
1402,August,2021,6699355
1402,September,2021,6600201
1402,October,2021,6448421
1402,November,2021,6573392
1402,December,2021,6374871
1402,January,2022,0
1402,February,2022,0
1402,March,2022,0
1402,April,2022,0
1402,May,2022,0
1402,June,2022,0
1402,July,2022,0
1402,August,2022,0
1402,September,2022,0
1402,October,2022,0
1402,November,2022,0
1402,December,2022,0
1403,January,2022,0
1403,February,2022,0
1403,March,2022,0
1403,April,2022,0
1403,May,2022,0
1403,June,2022,0
1403,July,2022,0
1403,August,2022,0
1403,September,2022,0
1403,October,2022,0
1403,November,2022,0
1403,December,2022,0
1404,January,2021,0
1404,February,2021,0
1404,March,2021,0
1404,April,2021,0
1404,May,2021,0
1404,June,2021,0
1404,July,2021,0
1404,August,2021,0
1404,September,2021,0
1404,October,2021,0
1404,November,2021,0
1404,December,2021,0
1404,January,2022,0
1404,February,2022,0
1404,March,2022,0
1404,April,2022,0
1404,May,2022,0
1404,June,2022,0
1404,July,2022,0
1404,August,2022,0
1404,September,2022,0
1404,October,2022,0
1404,November,2022,0
1404,December,2022,0
1405,July,2022,11617480
1405,August,2022,11328054
1405,September,2022,11836459
1405,October,2022,11114722
1405,November,2022,11068991
1405,December,2022,11068991
1406,May,2022,18072856
1406,June,2022,19454839
1406,July,2022,19109433
1406,August,2022,18652349
1406,September,2022,19231757
1406,October,2022,18242467
1406,November,2022,17721231
1406,December,2022,18058849
1407,March,2020,30541040
1407,April,2020,29943415
1407,May,2020,30227371
1407,June,2020,30557307
1407,July,2020,33659097
1407,August,2020,31944632
1407,September,2020,31266369
1407,October,2020,30152403
1407,November,2020,32288618
1407,December,2020,29318013
1407,January,2021,29454947
1407,February,2021,29079938
1407,March,2021,31542883
1407,April,2021,29294445
1407,May,2021,28538020
1407,June,2021,30248285
1407,July,2021,29181823
1407,August,2021,28623220
1407,September,2021,0
1407,October,2021,0
1407,November,2021,0
1407,December,2021,0
1407,January,2022,0
1407,February,2022,0
1407,March,2022,0
1407,April,2022,0
1407,May,2022,0
1407,June,2022,0
1407,July,2022,0
1407,August,2022,0
1407,September,2022,0
1407,October,2022,0
1407,November,2022,0
1407,December,2022,0
1408,June,2022,0
1408,July,2022,0
1408,August,2022,0
1408,September,2022,0
1408,October,2022,0
1408,November,2022,0
1408,December,2022,0
1409,April,2020,5779665
1409,May,2020,5584904
1409,June,2020,5895051
1409,July,2020,5682035
1409,August,2020,5890338
1409,September,2020,6244482
1409,October,2020,6315445
1409,November,2020,6250727
1409,December,2020,6107406
1409,January,2021,6396946
1409,February,2021,6255240
1409,March,2021,6107840
1409,April,2021,5707134
1409,May,2021,5945403
1409,June,2021,5873912
1409,July,2021,5547731
1409,August,2021,5385870
1409,September,2021,5412572
1409,October,2021,5455645
1409,November,2021,5385870
1409,December,2021,5416923
1409,January,2022,0
1409,February,2022,0
1409,March,2022,0
1409,April,2022,0
1409,May,2022,0
1409,June,2022,0
1409,July,2022,0
1409,August,2022,0
1409,September,2022,0
1409,October,2022,0
1409,November,2022,0
1409,December,2022,0
1410,September,2021,13628755
1410,October,2021,14047147
1410,November,2021,13588653
1410,December,2021,14716247
1410,January,2022,14298698
1410,February,2022,13905991
1410,March,2022,14945782
1410,April,2022,13937269
1410,May,2022,14274851
1410,June,2022,15048023
1410,July,2022,14268283
1410,August,2022,14616864
1410,September,2022,13344444
1410,October,2022,13292843
1410,November,2022,14165754
1410,December,2022,14367981
1411,August,2020,20842858
1411,September,2020,20301897
1411,October,2020,21095010
1411,November,2020,20566343
1411,December,2020,20065221
1411,January,2021,0
1411,February,2021,0
1411,March,2021,0
1411,April,2021,0
1411,May,2021,0
1411,June,2021,0
1411,July,2021,0
1411,August,2021,0
1411,September,2021,0
1411,October,2021,0
1411,November,2021,0
1411,December,2021,0
1411,January,2022,0
1411,February,2022,0
1411,March,2022,0
1411,April,2022,0
1411,May,2022,0
1411,June,2022,0
1411,July,2022,0
1411,August,2022,0
1411,September,2022,0
1411,October,2022,0
1411,November,2022,0
1411,December,2022,0
1412,July,2020,2544294
1412,August,2020,2535393
1412,September,2020,0
1412,October,2020,0
1412,November,2020,0
1412,December,2020,0
1412,January,2021,0
1412,February,2021,0
1412,March,2021,0
1412,April,2021,0
1412,May,2021,0
1412,June,2021,0
1412,July,2021,0
1412,August,2021,0
1412,September,2021,0
1412,October,2021,0
1412,November,2021,0
1412,December,2021,0
1412,January,2022,0
1412,February,2022,0
1412,March,2022,0
1412,April,2022,0
1412,May,2022,0
1412,June,2022,0
1412,July,2022,0
1412,August,2022,0
1412,September,2022,0
1412,October,2022,0
1412,November,2022,0
1412,December,2022,0
1413,January,2020,4465440
1413,February,2020,4499795
1413,March,2020,4526571
1413,April,2020,4592194
1413,May,2020,4509506
1413,June,2020,4741538
1413,July,2020,4622452
1413,August,2020,4501586
1413,September,2020,4602611
1413,October,2020,4502166
1413,November,2020,4343755
1413,December,2020,4354223
1413,January,2021,0
1413,February,2021,0
1413,March,2021,0
1413,April,2021,0
1413,May,2021,0
1413,June,2021,0
1413,July,2021,0
1413,August,2021,0
1413,September,2021,0
1413,October,2021,0
1413,November,2021,0
1413,December,2021,0
1413,January,2022,0
1413,February,2022,0
1413,March,2022,0
1413,April,2022,0
1413,May,2022,0
1413,June,2022,0
1413,July,2022,0
1413,August,2022,0
1413,September,2022,0
1413,October,2022,0
1413,November,2022,0
1413,December,2022,0
1414,January,2022,30685483
1414,February,2022,32437067
1414,March,2022,31576412
1414,April,2022,29442263
1414,May,2022,30548150
1414,June,2022,31854733
1414,July,2022,30459119
1414,August,2022,31688144
1414,September,2022,30593941
1414,October,2022,32116781
1414,November,2022,31262996
1414,December,2022,30798518
1415,June,2021,16565252
1415,July,2021,16047099
1415,August,2021,16750593
1415,September,2021,0
1415,October,2021,0
1415,November,2021,0
1415,December,2021,0
1415,January,2022,0
1415,February,2022,0
1415,March,2022,0
1415,April,2022,0
1415,May,2022,0
1415,June,2022,0
1415,July,2022,0
1415,August,2022,0
1415,September,2022,0
1415,October,2022,0
1415,November,2022,0
1415,December,2022,0
1416,March,2022,28203420
1416,April,2022,27229676
1416,May,2022,27025988
1416,June,2022,26761274
1416,July,2022,28607724
1416,August,2022,28428786
1416,September,2022,29221876
1416,October,2022,28408631
1416,November,2022,30356155
1416,December,2022,28935823
1417,May,2021,15733421
1417,June,2021,14986981
1417,July,2021,14417473
1417,August,2021,14999533
1417,September,2021,14835554
1417,October,2021,14829333
1417,November,2021,15607389
1417,December,2021,17029681
1417,January,2022,15736239
1417,February,2022,15343427
1417,March,2022,15990973
1417,April,2022,16371662
1417,May,2022,15764459
1417,June,2022,14616018
1417,July,2022,14836529
1417,August,2022,14853215
1417,September,2022,14901552
1417,October,2022,15443894
1417,November,2022,14878921
1417,December,2022,14750441
1418,June,2020,13008539
1418,July,2020,12951342
1418,August,2020,13353505
1418,September,2020,13321397
1418,October,2020,14169197
1418,November,2020,13545806
1418,December,2020,13099008
1418,January,2021,13524754
1418,February,2021,13435510
1418,March,2021,13466773
1418,April,2021,13669947
1418,May,2021,13147789
1418,June,2021,12927518
1418,July,2021,12668489
1418,August,2021,13418049
1418,September,2021,13498086
1418,October,2021,12987412
1418,November,2021,12543056
1418,December,2021,12543056
1418,January,2022,0
1418,February,2022,0
1418,March,2022,0
1418,April,2022,0
1418,May,2022,0
1418,June,2022,0
1418,July,2022,0
1418,August,2022,0
1418,September,2022,0
1418,October,2022,0
1418,November,2022,0
1418,December,2022,0
1419,August,2020,4115607
1419,September,2020,3901963
1419,October,2020,3985051
1419,November,2020,4094161
1419,December,2020,4220807
1419,January,2021,4250128
1419,February,2021,4288081
1419,March,2021,4083815
1419,April,2021,4099263
1419,May,2021,4237652
1419,June,2021,4386238
1419,July,2021,3976749
1419,August,2021,4258423
1419,September,2021,4272904
1419,October,2021,4227403
1419,November,2021,4355411
1419,December,2021,4412738
1419,January,2022,4230650
1419,February,2022,4248830
1419,March,2022,4144476
1419,April,2022,3989750
1419,May,2022,4149394
1419,June,2022,4243785
1419,July,2022,4359313
1419,August,2022,4249348
1419,September,2022,4068623
1419,October,2022,4190223
1419,November,2022,4353107
1419,December,2022,4276433
1420,August,2021,17933476
1420,September,2021,0
1420,October,2021,0
1420,November,2021,0
1420,December,2021,0
1420,January,2022,0
1420,February,2022,0
1420,March,2022,0
1420,April,2022,0
1420,May,2022,0
1420,June,2022,0
1420,July,2022,0
1420,August,2022,0
1420,September,2022,0
1420,October,2022,0
1420,November,2022,0
1420,December,2022,0
1421,March,2020,0
1421,April,2020,0
1421,May,2020,0
1421,June,2020,0
1421,July,2020,0
1421,August,2020,0
1421,September,2020,0
1421,October,2020,0
1421,November,2020,0
1421,December,2020,0
1421,January,2021,0
1421,February,2021,0
1421,March,2021,0
1421,April,2021,0
1421,May,2021,0
1421,June,2021,0
1421,July,2021,0
1421,August,2021,0
1421,September,2021,0
1421,October,2021,0
1421,November,2021,0
1421,December,2021,0
1421,January,2022,0
1421,February,2022,0
1421,March,2022,0
1421,April,2022,0
1421,May,2022,0
1421,June,2022,0
1421,July,2022,0
1421,August,2022,0
1421,September,2022,0
1421,October,2022,0
1421,November,2022,0
1421,December,2022,0
1422,April,2020,8970161
1422,May,2020,9007856
1422,June,2020,8865356
1422,July,2020,8895909
1422,August,2020,9119084
1422,September,2020,9007723
1422,October,2020,8845484
1422,November,2020,8906782
1422,December,2020,9023420
1422,January,2021,9099969
1422,February,2021,9111156
1422,March,2021,9191542
1422,April,2021,8730002
1422,May,2021,8861569
1422,June,2021,8746785
1422,July,2021,9320481
1422,August,2021,8414382
1422,September,2021,8361299
1422,October,2021,8840056
1422,November,2021,8361299
1422,December,2021,8361299
1422,January,2022,8673965
1422,February,2022,8546125
1422,March,2022,8512259
1422,April,2022,8780014
1422,May,2022,8361299
1422,June,2022,8842227
1422,July,2022,8361299
1422,August,2022,8717321
1422,September,2022,0
1422,October,2022,0
1422,November,2022,0
1422,December,2022,0
1423,November,2020,10468465
1423,December,2020,9656915
1423,January,2021,9829379
1423,February,2021,10245444
1423,March,2021,10058187
1423,April,2021,9808540
1423,May,2021,9966848
1423,June,2021,10080582
1423,July,2021,9967620
1423,August,2021,10131413
1423,September,2021,10025356
1423,October,2021,10061853
1423,November,2021,10351841
1423,December,2021,9820736
1423,January,2022,0
1423,February,2022,0
1423,March,2022,0
1423,April,2022,0
1423,May,2022,0
1423,June,2022,0
1423,July,2022,0
1423,August,2022,0
1423,September,2022,0
1423,October,2022,0
1423,November,2022,0
1423,December,2022,0
1424,November,2020,12104352
1424,December,2020,12976032
1424,January,2021,0
1424,February,2021,0
1424,March,2021,0
1424,April,2021,0
1424,May,2021,0
1424,June,2021,0
1424,July,2021,0
1424,August,2021,0
1424,September,2021,0
1424,October,2021,0
1424,November,2021,0
1424,December,2021,0
1424,January,2022,0
1424,February,2022,0
1424,March,2022,0
1424,April,2022,0
1424,May,2022,0
1424,June,2022,0
1424,July,2022,0
1424,August,2022,0
1424,September,2022,0
1424,October,2022,0
1424,November,2022,0
1424,December,2022,0
1425,February,2020,20219119
1425,March,2020,21464040
1425,April,2020,20087000
1425,May,2020,19438838
1425,June,2020,21173436
1425,July,2020,20230162
1425,August,2020,21374977
1425,September,2020,21988715
1425,October,2020,20118316
1425,November,2020,20200390
1425,December,2020,20984605
1425,January,2021,20544241
1425,February,2021,22778061
1425,March,2021,21743703
1425,April,2021,22349507
1425,May,2021,21210932
1425,June,2021,19859315
1425,July,2021,21465249
1425,August,2021,21174535
1425,September,2021,19662817
1425,October,2021,21204314
1425,November,2021,21398681
1425,December,2021,20513926
1425,January,2022,20392958
1425,February,2022,20143469
1425,March,2022,19867083
1425,April,2022,19678416
1425,May,2022,19205413
1425,June,2022,19403663
1425,July,2022,21327779
1425,August,2022,22576762
1425,September,2022,22204752
1425,October,2022,21088201
1425,November,2022,19868079
1425,December,2022,20487979
1426,November,2021,30257146
1426,December,2021,30073515
1426,January,2022,0
1426,February,2022,0
1426,March,2022,0
1426,April,2022,0
1426,May,2022,0
1426,June,2022,0
1426,July,2022,0
1426,August,2022,0
1426,September,2022,0
1426,October,2022,0
1426,November,2022,0
1426,December,2022,0
1427,October,2022,23252109
1427,November,2022,24435597
1427,December,2022,25104131
1428,May,2021,2086552
1428,June,2021,2016653
1428,July,2021,2060756
1428,August,2021,2161881
1428,September,2021,0
1428,October,2021,0
1428,November,2021,0
1428,December,2021,0
1428,January,2022,0
1428,February,2022,0
1428,March,2022,0
1428,April,2022,0
1428,May,2022,0
1428,June,2022,0
1428,July,2022,0
1428,August,2022,0
1428,September,2022,0
1428,October,2022,0
1428,November,2022,0
1428,December,2022,0
1429,February,2020,20215618
1429,March,2020,20649565
1429,April,2020,21607508
1429,May,2020,21980755
1429,June,2020,21442395
1429,July,2020,22193299
1429,August,2020,20258567
1429,September,2020,21316136
1429,October,2020,21713113
1429,November,2020,22175610
1429,December,2020,22869998
1429,January,2021,22023457
1429,February,2021,22881586
1429,March,2021,23355126
1429,April,2021,24545440
1429,May,2021,22427370
1429,June,2021,22797998
1429,July,2021,21568646
1429,August,2021,22836677
1429,September,2021,23294095
1429,October,2021,24480356
1429,November,2021,24034966
1429,December,2021,24601669
1429,January,2022,24310706
1429,February,2022,25980745
1429,March,2022,24823966
1429,April,2022,26171363
1429,May,2022,26605685
1429,June,2022,26037159
1429,July,2022,24633434
1429,August,2022,24210875
1429,September,2022,23675516
1429,October,2022,23108335
1429,November,2022,24564145
1429,December,2022,24178483
1430,August,2021,28732687
1430,September,2021,26766533
1430,October,2021,27359458
1430,November,2021,26766533
1430,December,2021,28707978
1430,January,2022,0
1430,February,2022,0
1430,March,2022,0
1430,April,2022,0
1430,May,2022,0
1430,June,2022,0
1430,July,2022,0
1430,August,2022,0
1430,September,2022,0
1430,October,2022,0
1430,November,2022,0
1430,December,2022,0
1431,February,2021,16814141
1431,March,2021,17714947
1431,April,2021,17159249
1431,May,2021,17188496
1431,June,2021,17250198
1431,July,2021,18953406
1431,August,2021,18463467
1431,September,2021,19219146
1431,October,2021,20207442
1431,November,2021,20541665
1431,December,2021,21997976
1431,January,2022,20049611
1431,February,2022,21491288
1431,March,2022,19929858
1431,April,2022,20775005
1431,May,2022,20517131
1431,June,2022,21086549
1431,July,2022,21327096
1431,August,2022,22294141
1431,September,2022,22217984
1431,October,2022,21602200
1431,November,2022,21596069
1431,December,2022,22914111
1432,January,2022,24078030
1432,February,2022,25329761
1432,March,2022,26087048
1432,April,2022,25706545
1432,May,2022,26746910
1432,June,2022,26367545
1432,July,2022,24652579
1432,August,2022,24843126
1432,September,2022,23433029
1432,October,2022,24015579
1432,November,2022,24165576
1432,December,2022,25286519
1433,April,2020,16784288
1433,May,2020,16039653
1433,June,2020,16406689
1433,July,2020,15498984
1433,August,2020,15377565
1433,September,2020,15377565
1433,October,2020,15459308
1433,November,2020,16469923
1433,December,2020,15391987
1433,January,2021,0
1433,February,2021,0
1433,March,2021,0
1433,April,2021,0
1433,May,2021,0
1433,June,2021,0
1433,July,2021,0
1433,August,2021,0
1433,September,2021,0
1433,October,2021,0
1433,November,2021,0
1433,December,2021,0
1433,January,2022,0
1433,February,2022,0
1433,March,2022,0
1433,April,2022,0
1433,May,2022,0
1433,June,2022,0
1433,July,2022,0
1433,August,2022,0
1433,September,2022,0
1433,October,2022,0
1433,November,2022,0
1433,December,2022,0
1434,October,2020,24785460
1434,November,2020,24556587
1434,December,2020,26860148
1434,January,2021,24717940
1434,February,2021,25903955
1434,March,2021,25285665
1434,April,2021,26355164
1434,May,2021,24638955
1434,June,2021,25877695
1434,July,2021,25480395
1434,August,2021,26113046
1434,September,2021,24446301
1434,October,2021,24527075
1434,November,2021,22998284
1434,December,2021,22948364
1434,January,2022,0
1434,February,2022,0
1434,March,2022,0
1434,April,2022,0
1434,May,2022,0
1434,June,2022,0
1434,July,2022,0
1434,August,2022,0
1434,September,2022,0
1434,October,2022,0
1434,November,2022,0
1434,December,2022,0
1435,May,2022,17801591
1435,June,2022,17433438
1435,July,2022,18190950
1435,August,2022,17644099
1435,September,2022,18503951
1435,October,2022,17717007
1435,November,2022,19526652
1435,December,2022,19434483
1436,May,2022,0
1436,June,2022,0
1436,July,2022,0
1436,August,2022,0
1436,September,2022,0
1436,October,2022,0
1436,November,2022,0
1436,December,2022,0
1437,October,2021,29325395
1437,November,2021,30582507
1437,December,2021,32752822
1437,January,2022,30798251
1437,February,2022,33106814
1437,March,2022,31802992
1437,April,2022,32467963
1437,May,2022,30932905
1437,June,2022,30431234
1437,July,2022,29148640
1437,August,2022,30545946
1437,September,2022,31159957
1437,October,2022,31680966
1437,November,2022,32184595
1437,December,2022,30781278
1438,April,2020,9943608
1438,May,2020,10414292
1438,June,2020,10725598
1438,July,2020,10505936
1438,August,2020,11252269
1438,September,2020,10993920
1438,October,2020,11249245
1438,November,2020,11316561
1438,December,2020,11051202
1438,January,2021,10150158
1438,February,2021,10163682
1438,March,2021,10582675
1438,April,2021,10137439
1438,May,2021,10071559
1438,June,2021,10151122
1438,July,2021,9769936
1438,August,2021,10482901
1438,September,2021,10086607
1438,October,2021,10438195
1438,November,2021,10976615
1438,December,2021,11004206
1438,January,2022,11730146
1438,February,2022,10927970
1438,March,2022,11133662
1438,April,2022,11119129
1438,May,2022,11278452
1438,June,2022,11686210
1438,July,2022,10838414
1438,August,2022,10898142
1438,September,2022,11292707
1438,October,2022,10849607
1438,November,2022,10908555
1438,December,2022,10627531
1439,August,2022,16584091
1439,September,2022,16333728
1439,October,2022,15885542
1439,November,2022,15754980
1439,December,2022,17286784
1440,June,2020,8598868
1440,July,2020,8855853
1440,August,2020,8756192
1440,September,2020,8764815
1440,October,2020,8990476
1440,November,2020,8717363
1440,December,2020,8419349
1440,January,2021,0
1440,February,2021,0
1440,March,2021,0
1440,April,2021,0
1440,May,2021,0
1440,June,2021,0
1440,July,2021,0
1440,August,2021,0
1440,September,2021,0
1440,October,2021,0
1440,November,2021,0
1440,December,2021,0
1440,January,2022,0
1440,February,2022,0
1440,March,2022,0
1440,April,2022,0
1440,May,2022,0
1440,June,2022,0
1440,July,2022,0
1440,August,2022,0
1440,September,2022,0
1440,October,2022,0
1440,November,2022,0
1440,December,2022,0
1441,June,2021,29107559
1441,July,2021,29884192
1441,August,2021,30535924
1441,September,2021,28091350
1441,October,2021,28918880
1441,November,2021,29409752
1441,December,2021,28274648
1441,January,2022,0
1441,February,2022,0
1441,March,2022,0
1441,April,2022,0
1441,May,2022,0
1441,June,2022,0
1441,July,2022,0
1441,August,2022,0
1441,September,2022,0
1441,October,2022,0
1441,November,2022,0
1441,December,2022,0
1442,January,2020,10138847
1442,February,2020,9866737
1442,March,2020,10366129
1442,April,2020,9694566
1442,May,2020,9871332
1442,June,2020,9799206
1442,July,2020,9919902
1442,August,2020,10763526
1442,September,2020,11085654
1442,October,2020,10863188
1442,November,2020,10961297
1442,December,2020,11593182
1442,January,2021,0
1442,February,2021,0
1442,March,2021,0
1442,April,2021,0
1442,May,2021,0
1442,June,2021,0
1442,July,2021,0
1442,August,2021,0
1442,September,2021,0
1442,October,2021,0
1442,November,2021,0
1442,December,2021,0
1442,January,2022,0
1442,February,2022,0
1442,March,2022,0
1442,April,2022,0
1442,May,2022,0
1442,June,2022,0
1442,July,2022,0
1442,August,2022,0
1442,September,2022,0
1442,October,2022,0
1442,November,2022,0
1442,December,2022,0
1443,November,2022,20834549
1443,December,2022,21552137
1444,May,2020,16497544
1444,June,2020,15766923
1444,July,2020,16158648
1444,August,2020,15429768
1444,September,2020,16474713
1444,October,2020,16357991
1444,November,2020,16759714
1444,December,2020,16603886
1444,January,2021,16271534
1444,February,2021,16730971
1444,March,2021,17651947
1444,April,2021,16264300
1444,May,2021,16670454
1444,June,2021,15162840
1444,July,2021,15979710
1444,August,2021,15534293
1444,September,2021,15682459
1444,October,2021,15899825
1444,November,2021,15631396
1444,December,2021,15162840
1444,January,2022,0
1444,February,2022,0
1444,March,2022,0
1444,April,2022,0
1444,May,2022,0
1444,June,2022,0
1444,July,2022,0
1444,August,2022,0
1444,September,2022,0
1444,October,2022,0
1444,November,2022,0
1444,December,2022,0
1445,November,2021,26569416
1445,December,2021,27800109
1445,January,2022,26850679
1445,February,2022,26636336
1445,March,2022,26952432
1445,April,2022,26449987
1445,May,2022,24652242
1445,June,2022,26711831
1445,July,2022,25893769
1445,August,2022,24652242
1445,September,2022,26458642
1445,October,2022,26945094
1445,November,2022,26675855
1445,December,2022,26498085
1446,July,2021,24128263
1446,August,2021,22892787
1446,September,2021,24693382
1446,October,2021,25134396
1446,November,2021,25864979
1446,December,2021,27177729
1446,January,2022,27760316
1446,February,2022,27344772
1446,March,2022,27704584
1446,April,2022,26947812
1446,May,2022,25575370
1446,June,2022,25747889
1446,July,2022,25815210
1446,August,2022,26718117
1446,September,2022,0
1446,October,2022,0
1446,November,2022,0
1446,December,2022,0
1447,February,2020,12863556
1447,March,2020,13340709
1447,April,2020,12720897
1447,May,2020,13407125
1447,June,2020,13138763
1447,July,2020,13504325
1447,August,2020,13126200
1447,September,2020,13958121
1447,October,2020,13658763
1447,November,2020,13838517
1447,December,2020,14364465
1447,January,2021,14145277
1447,February,2021,14330756
1447,March,2021,14643591
1447,April,2021,14075815
1447,May,2021,14303542
1447,June,2021,14008985
1447,July,2021,14514559
1447,August,2021,14538096
1447,September,2021,14836425
1447,October,2021,14474132
1447,November,2021,14363297
1447,December,2021,13875895
1447,January,2022,14268701
1447,February,2022,14378907
1447,March,2022,13440274
1447,April,2022,14219614
1447,May,2022,13131582
1447,June,2022,12823878
1447,July,2022,13302164
1447,August,2022,12975807
1447,September,2022,13407469
1447,October,2022,12873974
1447,November,2022,12578142
1447,December,2022,12461851
1448,October,2021,20465858
1448,November,2021,19738121
1448,December,2021,21722936
1448,January,2022,0
1448,February,2022,0
1448,March,2022,0
1448,April,2022,0
1448,May,2022,0
1448,June,2022,0
1448,July,2022,0
1448,August,2022,0
1448,September,2022,0
1448,October,2022,0
1448,November,2022,0
1448,December,2022,0
1449,November,2021,30121190
1449,December,2021,27935524
1449,January,2022,0
1449,February,2022,0
1449,March,2022,0
1449,April,2022,0
1449,May,2022,0
1449,June,2022,0
1449,July,2022,0
1449,August,2022,0
1449,September,2022,0
1449,October,2022,0
1449,November,2022,0
1449,December,2022,0
1450,May,2022,7399125
1450,June,2022,7354506
1450,July,2022,7673216
1450,August,2022,7288454
1450,September,2022,7697942
1450,October,2022,7826644
1450,November,2022,7831041
1450,December,2022,7578443
1451,November,2022,29555905
1451,December,2022,27348600
1452,November,2022,12489278
1452,December,2022,12648998
1453,April,2020,14542219
1453,May,2020,14382720
1453,June,2020,14309675
1453,July,2020,13756989
1453,August,2020,13748938
1453,September,2020,14649012
1453,October,2020,14406324
1453,November,2020,15310639
1453,December,2020,15537240
1453,January,2021,14438362
1453,February,2021,15711438
1453,March,2021,15526436
1453,April,2021,16586954
1453,May,2021,15548931
1453,June,2021,15467455
1453,July,2021,15188892
1453,August,2021,14962268
1453,September,2021,14472616
1453,October,2021,14107418
1453,November,2021,13585083
1453,December,2021,14183366
1453,January,2022,0
1453,February,2022,0
1453,March,2022,0
1453,April,2022,0
1453,May,2022,0
1453,June,2022,0
1453,July,2022,0
1453,August,2022,0
1453,September,2022,0
1453,October,2022,0
1453,November,2022,0
1453,December,2022,0
1454,August,2020,25446080
1454,September,2020,24677512
1454,October,2020,23833080
1454,November,2020,24909661
1454,December,2020,23934994
1454,January,2021,0
1454,February,2021,0
1454,March,2021,0
1454,April,2021,0
1454,May,2021,0
1454,June,2021,0
1454,July,2021,0
1454,August,2021,0
1454,September,2021,0
1454,October,2021,0
1454,November,2021,0
1454,December,2021,0
1454,January,2022,0
1454,February,2022,0
1454,March,2022,0
1454,April,2022,0
1454,May,2022,0
1454,June,2022,0
1454,July,2022,0
1454,August,2022,0
1454,September,2022,0
1454,October,2022,0
1454,November,2022,0
1454,December,2022,0
1455,September,2021,15889536
1455,October,2021,15612224
1455,November,2021,14849471
1455,December,2021,14562044
1455,January,2022,0
1455,February,2022,0
1455,March,2022,0
1455,April,2022,0
1455,May,2022,0
1455,June,2022,0
1455,July,2022,0
1455,August,2022,0
1455,September,2022,0
1455,October,2022,0
1455,November,2022,0
1455,December,2022,0
1456,April,2020,11972714
1456,May,2020,0
1456,June,2020,0
1456,July,2020,0
1456,August,2020,0
1456,September,2020,0
1456,October,2020,0
1456,November,2020,0
1456,December,2020,0
1456,January,2021,0
1456,February,2021,0
1456,March,2021,0
1456,April,2021,0
1456,May,2021,0
1456,June,2021,0
1456,July,2021,0
1456,August,2021,0
1456,September,2021,0
1456,October,2021,0
1456,November,2021,0
1456,December,2021,0
1456,January,2022,0
1456,February,2022,0
1456,March,2022,0
1456,April,2022,0
1456,May,2022,0
1456,June,2022,0
1456,July,2022,0
1456,August,2022,0
1456,September,2022,0
1456,October,2022,0
1456,November,2022,0
1456,December,2022,0
1457,October,2022,10588663
1457,November,2022,10498745
1457,December,2022,11302013
1458,October,2021,17107669
1458,November,2021,17009026
1458,December,2021,17311086
1458,January,2022,17111054
1458,February,2022,16396394
1458,March,2022,17680915
1458,April,2022,17314806
1458,May,2022,17896864
1458,June,2022,18193856
1458,July,2022,18480487
1458,August,2022,17692728
1458,September,2022,18290504
1458,October,2022,18855616
1458,November,2022,18827878
1458,December,2022,19105200
1459,March,2021,25329293
1459,April,2021,25569479
1459,May,2021,26657731
1459,June,2021,25472188
1459,July,2021,26470648
1459,August,2021,27697916
1459,September,2021,26604976
1459,October,2021,25788035
1459,November,2021,26182963
1459,December,2021,26451735
1459,January,2022,27692749
1459,February,2022,26826391
1459,March,2022,25140207
1459,April,2022,24824886
1459,May,2022,27398925
1459,June,2022,26108385
1459,July,2022,27077755
1459,August,2022,26694918
1459,September,2022,28018591
1459,October,2022,28146089
1459,November,2022,26943830
1459,December,2022,29171822
1460,April,2020,23090295
1460,May,2020,23415178
1460,June,2020,23398408
1460,July,2020,24187611
1460,August,2020,23121380
1460,September,2020,24784593
1460,October,2020,22920393
1460,November,2020,23974066
1460,December,2020,22550842
1460,January,2021,24368388
1460,February,2021,24369704
1460,March,2021,23831961
1460,April,2021,24754468
1460,May,2021,25207594
1460,June,2021,22885146
1460,July,2021,23705258
1460,August,2021,24318404
1460,September,2021,25399011
1460,October,2021,23922871
1460,November,2021,24331028
1460,December,2021,23755875
1460,January,2022,0
1460,February,2022,0
1460,March,2022,0
1460,April,2022,0
1460,May,2022,0
1460,June,2022,0
1460,July,2022,0
1460,August,2022,0
1460,September,2022,0
1460,October,2022,0
1460,November,2022,0
1460,December,2022,0
1461,November,2020,10570598
1461,December,2020,11000090
1461,January,2021,10270215
1461,February,2021,10690924
1461,March,2021,10405925
1461,April,2021,10999392
1461,May,2021,11033367
1461,June,2021,11081742
1461,July,2021,10963990
1461,August,2021,11721540
1461,September,2021,11323701
1461,October,2021,12201557
1461,November,2021,12019545
1461,December,2021,12420700
1461,January,2022,12334795
1461,February,2022,12326665
1461,March,2022,11853459
1461,April,2022,12297139
1461,May,2022,11800461
1461,June,2022,12622505
1461,July,2022,12458382
1461,August,2022,12332983
1461,September,2022,11911805
1461,October,2022,12457186
1461,November,2022,12721873
1461,December,2022,12216037
1462,February,2020,22977222
1462,March,2020,23109546
1462,April,2020,23052234
1462,May,2020,24106041
1462,June,2020,21903091
1462,July,2020,22606137
1462,August,2020,22718562
1462,September,2020,22463616
1462,October,2020,22588761
1462,November,2020,25036204
1462,December,2020,23404100
1462,January,2021,0
1462,February,2021,0
1462,March,2021,0
1462,April,2021,0
1462,May,2021,0
1462,June,2021,0
1462,July,2021,0
