ID_Nasabah,Umur,Jenis_Kelamin,Saldo,Produk,Cabang,Tanggal_Pembukaan
1402,28,Laki-laki,6374871,Deposito,Jakarta Pusat,2021-04-15
1403,32,Laki-laki,14185765,Tabungan,Jakarta Pusat,2022-01-31
1404,43,Laki-laki,6849656,Tabungan,Surabaya,2021-01-08
1405,67,Laki-laki,11068991,Deposito,Jakarta Pusat,2022-07-14
1406,66,Perempuan,17721231,Deposito,Yogyakarta,2022-05-25
1407,21,Laki-laki,28538020,Deposito,Bandung,2020-03-10
1408,32,Perempuan,14945873,Tabungan,Jakarta Pusat,2022-06-29
1409,38,Perempuan,5385870,Deposito,Surabaya,2020-04-14
1410,27,Laki-laki,12871803,Tabungan,Bandung,2021-09-11
1411,54,Perempuan,19698198,Tabungan,Jakarta Pusat,2020-08-01
1412,69,Laki-laki,2422315,Deposito,Surabaya,2020-07-04
1413,49,Laki-laki,4343755,Deposito,Yogyakarta,2020-01-14
1414,29,Perempuan,29129443,Deposito,Bandung,2022-01-15
1415,35,Laki-laki,15138599,Tabungan,Surabaya,2021-06-15
1416,38,Perempuan,25736057,Tabungan,Yogyakarta,2022-03-08
1417,64,Laki-laki,14417473,Deposito,Bali,2021-05-29
1418,29,Laki-laki,12543056,Tabungan,Bali,2020-06-04
1419,69,Laki-laki,3832790,Deposito,Bandung,2020-08-18
1420,64,Perempuan,17696279,Deposito,Jakarta Pusat,2021-08-24
1421,55,Perempuan,19719983,Deposito,Yogyakarta,2020-03-22
1422,36,Perempuan,8361299,Tabungan,Bali,2020-04-04
1423,36,Perempuan,9656915,Deposito,Bandung,2020-11-22
1424,40,Perempuan,11559198,Deposito,Bandung,2020-11-30
1425,44,Laki-laki,19205413,Tabungan,Bali,2020-02-25
1426,21,Laki-laki,29532208,Deposito,Yogyakarta,2021-11-08
1427,25,Laki-laki,22128142,Deposito,Yogyakarta,2022-10-25
1428,50,Laki-laki,2016653,Deposito,Surabaya,2021-05-21
1429,29,Perempuan,19246822,Deposito,Bali,2020-02-03
1430,39,Perempuan,26766533,Tabungan,Bandung,2021-08-01
1431,30,Perempuan,16399588,Tabungan,Surabaya,2021-02-25
1432,25,Perempuan,22384195,Tabungan,Surabaya,2022-01-15
1433,28,Laki-laki,15377565,Deposito,Bandung,2020-04-15
1434,62,Perempuan,22948364,Deposito,Jakarta Pusat,2020-10-21
1435,34,Perempuan,16475387,Deposito,Bali,2022-05-24
1436,27,Perempuan,13438315,Deposito,Surabaya,2022-05-31
1437,61,Perempuan,28282873,Tabungan,Bali,2021-10-11
1438,57,Perempuan,9638178,Tabungan,Bandung,2020-04-09
1439,53,Laki-laki,15412636,Deposito,Jakarta Pusat,2022-08-23
1440,58,Laki-laki,8419349,Deposito,Yogyakarta,2020-06-11
1441,21,Perempuan,27325045,Tabungan,Surabaya,2021-06-08
1442,46,Laki-laki,9694566,Tabungan,Surabaya,2020-01-09
1443,21,Laki-laki,20142441,Deposito,Jakarta Pusat,2022-11-05
1444,35,Laki-laki,15162840,Tabungan,Jakarta Pusat,2020-05-07
1445,21,Perempuan,24652242,Tabungan,Surabaya,2021-11-11
1446,35,Perempuan,22276170,Tabungan,Surabaya,2021-07-21
1447,56,Perempuan,12273104,Deposito,Bandung,2020-02-03
1448,30,Perempuan,19478374,Deposito,Yogyakarta,2021-10-14
1449,38,Laki-laki,27414620,Tabungan,Jakarta Pusat,2021-11-01
1450,65,Laki-laki,7210433,Deposito,Bali,2022-05-24
1451,28,Perempuan,27348600,Deposito,Yogyakarta,2022-11-05
1452,51,Laki-laki,12240179,Deposito,Jakarta Pusat,2022-11-16
1453,63,Laki-laki,13558751,Tabungan,Jakarta Pusat,2020-04-11
1454,30,Laki-laki,23584799,Tabungan,Surabaya,2020-08-11
1455,40,Laki-laki,14536255,Deposito,Jakarta Pusat,2021-09-26
1456,44,Perempuan,10965430,Deposito,Yogyakarta,2020-04-23
1457,35,Laki-laki,10000787,Deposito,Bandung,2022-10-14
1458,50,Perempuan,16287830,Tabungan,Jakarta Pusat,2021-10-04
1459,63,Perempuan,23267304,Deposito,Surabaya,2021-03-14
1460,20,Laki-laki,22550842,Tabungan,Bandung,2020-04-18
1461,39,Perempuan,10056393,Tabungan,Jakarta Pusat,2020-11-16
1462,53,Laki-laki,21670580,Deposito,Surabaya,2020-02-05
1463,64,Laki-laki,19726997,Deposito,Yogyakarta,2021-03-19
1464,59,Perempuan,24841405,Deposito,Bandung,2020-02-19
1465,55,Laki-laki,29556084,Tabungan,Surabaya,2020-07-31
1466,52,Perempuan,6254617,Tabungan,Yogyakarta,2021-07-12
1467,28,Laki-laki,21383398,Deposito,Bali,2022-02-15
1468,44,Laki-laki,17228406,Tabungan,Bali,2022-09-11
1469,48,Laki-laki,11594255,Deposito,Bandung,2022-01-31
1470,22,Perempuan,23196477,Deposito,Jakarta Pusat,2022-04-07
1471,62,Perempuan,28789181,Deposito,Yogyakarta,2021-07-14
1472,60,Perempuan,25260193,Tabungan,Bali,2020-04-12
1473,22,Perempuan,19271062,Deposito,Bandung,2022-09-15
1474,32,Perempuan,14115398,Deposito,Bandung,2021-09-18
1475,36,Laki-laki,5559296,Tabungan,Bali,2022-08-27
1476,22,Laki-laki,29406750,Deposito,Yogyakarta,2020-05-27
1477,39,Laki-laki,13329787,Deposito,Yogyakarta,2022-09-07
1478,30,Laki-laki,15187460,Deposito,Surabaya,2022-02-15
1479,68,Perempuan,29038360,Deposito,Bali,2020-08-08
1480,46,Perempuan,17218734,Tabungan,Bandung,2021-06-28
1481,36,Perempuan,20427395,Tabungan,Surabaya,2021-11-15
1482,20,Perempuan,5375368,Tabungan,Surabaya,2022-11-13
1483,23,Laki-laki,9879905,Deposito,Bandung,2020-06-22
1484,32,Perempuan,24582731,Deposito,Jakarta Pusat,2022-11-01
1485,44,Perempuan,11997853,Deposito,Bali,2022-07-29
1486,60,Perempuan,12865726,Deposito,Surabaya,2021-12-19
1487,57,Perempuan,17484729,Tabungan,Bali,2022-06-07
1488,38,Perempuan,29869188,Tabungan,Bandung,2020-02-29
1489,58,Laki-laki,8290149,Deposito,Jakarta Pusat,2021-02-24
1490,52,Laki-laki,19897896,Deposito,Yogyakarta,2022-04-30
1491,39,Perempuan,15090350,Tabungan,Surabaya,2021-04-06
1492,36,Laki-laki,17678277,Tabungan,Surabaya,2020-08-14
1493,66,Laki-laki,10093240,Deposito,Jakarta Pusat,2020-09-13
1494,22,Laki-laki,2491666,Tabungan,Jakarta Pusat,2020-05-29
1495,61,Perempuan,27138029,Tabungan,Surabaya,2022-07-07
1496,64,Perempuan,18418078,Tabungan,Surabaya,2021-04-10
1497,32,Perempuan,29281016,Deposito,Bandung,2020-03-23
1498,60,Perempuan,1201532,Deposito,Yogyakarta,2021-05-07
1499,44,Laki-laki,8023942,Tabungan,Jakarta Pusat,2020-09-17
1500,23,Laki-laki,22536437,Deposito,Bali,2021-06-12
1501,22,Perempuan,9693593,Deposito,Yogyakarta,2021-12-05
1502,64,Laki-laki,27587710,Deposito,Jakarta Pusat,2020-11-19
1503,40,Laki-laki,10396884,Tabungan,Jakarta Pusat,2022-06-18
1504,41,Laki-laki,2523319,Tabungan,Surabaya,2021-08-07
1505,39,Laki-laki,12505268,Deposito,Jakarta Pusat,2020-02-12
1506,34,Perempuan,9610054,Deposito,Yogyakarta,2020-03-02
1507,29,Laki-laki,4327044,Deposito,Bandung,2021-09-10
1508,49,Perempuan,5153852,Tabungan,Jakarta Pusat,2020-01-24
1509,20,Perempuan,19242211,Deposito,Surabaya,2021-10-17
1510,66,Laki-laki,24655895,Tabungan,Bandung,2020-02-21
1511,36,Perempuan,5641736,Tabungan,Jakarta Pusat,2020-12-23
1512,67,Laki-laki,13165285,Deposito,Surabaya,2020-11-01
1513,32,Laki-laki,10935894,Deposito,Yogyakarta,2022-06-03
1514,54,Perempuan,23251542,Deposito,Bandung,2022-04-02
1515,39,Laki-laki,24646539,Tabungan,Surabaya,2020-07-02
1516,40,Perempuan,5636768,Tabungan,Yogyakarta,2020-08-20
1517,69,Laki-laki,8233482,Deposito,Bali,2021-08-01
1518,30,Laki-laki,23032351,Tabungan,Bali,2021-02-28
1519,44,Laki-laki,8109751,Deposito,Bandung,2021-02-15
1520,21,Perempuan,25225912,Deposito,Jakarta Pusat,2020-04-17
1521,34,Perempuan,13878001,Deposito,Yogyakarta,2020-10-17
1522,30,Perempuan,16713569,Tabungan,Bali,2020-03-02
1523,35,Perempuan,11494983,Deposito,Bandung,2022-02-22
1524,52,Perempuan,24908088,Deposito,Bandung,2022-12-28
1525,22,Laki-laki,27408497,Tabungan,Bali,2022-11-04
1526,44,Laki-laki,11412210,Deposito,Yogyakarta,2020-08-30
1527,43,Laki-laki,8709828,Deposito,Yogyakarta,2020-04-06
1528,28,Laki-laki,22343510,Deposito,Surabaya,2022-11-04
1529,36,Perempuan,1809284,Deposito,Bali,2021-02-28
1530,48,Perempuan,28243634,Tabungan,Bandung,2022-11-11
1531,35,Perempuan,29025759,Tabungan,Surabaya,2022-01-22
1532,53,Perempuan,4987628,Tabungan,Surabaya,2022-02-15
1533,52,Laki-laki,29840957,Deposito,Bandung,2020-07-07
1534,36,Perempuan,10154526,Deposito,Jakarta Pusat,2022-02-05
1535,48,Perempuan,3774527,Deposito,Bali,2020-07-07
1536,37,Perempuan,24308930,Deposito,Surabaya,2021-12-13
1537,46,Perempuan,3997308,Tabungan,Bali,2022-11-15
1538,39,Perempuan,13203916,Tabungan,Bandung,2020-01-29
1539,39,Laki-laki,8317769,Deposito,Jakarta Pusat,2022-11-21
1540,37,Laki-laki,14135995,Deposito,Yogyakarta,2021-12-07
1541,48,Perempuan,13576382,Tabungan,Surabaya,2022-10-21
1542,21,Laki-laki,26804052,Tabungan,Surabaya,2020-09-08
1543,69,Laki-laki,2767876,Deposito,Jakarta Pusat,2022-01-08
1544,22,Laki-laki,3831123,Tabungan,Jakarta Pusat,2020-06-16
1545,24,Perempuan,18997277,Tabungan,Surabaya,2022-08-04
1546,39,Perempuan,8433953,Tabungan,Surabaya,2021-04-22
1547,22,Perempuan,14392052,Deposito,Bandung,2022-09-22
1548,35,Perempuan,28283489,Deposito,Yogyakarta,2020-05-01
1549,55,Laki-laki,20861110,Tabungan,Jakarta Pusat,2021-06-04
1550,30,Laki-laki,28839389,Deposito,Bali,2021-09-14
1551,49,Perempuan,29628966,Deposito,Yogyakarta,2021-08-07
1552,48,Laki-laki,11710820,Deposito,Jakarta Pusat,2021-02-21
1553,33,Laki-laki,10250460,Tabungan,Jakarta Pusat,2020-09-12
1554,68,Laki-laki,29309478,Tabungan,Surabaya,2022-04-05
1555,36,Laki-laki,24443776,Deposito,Jakarta Pusat,2020-07-03
1556,66,Perempuan,26775400,Deposito,Yogyakarta,2022-04-08
1557,41,Laki-laki,16490225,Deposito,Bandung,2022-01-28
1558,42,Perempuan,7627156,Tabungan,Jakarta Pusat,2020-01-17
1559,42,Perempuan,4875656,Deposito,Surabaya,2021-03-23
1560,62,Laki-laki,8953753,Tabungan,Bandung,2022-10-05
1561,23,Perempuan,12649614,Tabungan,Jakarta Pusat,2021-03-04
1562,66,Laki-laki,12377322,Deposito,Surabaya,2020-05-07
1563,29,Laki-laki,26521681,Deposito,Yogyakarta,2020-03-04
1564,67,Perempuan,10542937,Deposito,Bandung,2020-04-15
1565,46,Laki-laki,6379668,Tabungan,Surabaya,2020-06-29
1566,52,Perempuan,23706637,Tabungan,Yogyakarta,2021-03-16
1567,67,Laki-laki,17825140,Deposito,Bali,2020-09-09
1568,63,Laki-laki,3841250,Tabungan,Bali,2022-08-27
1569,22,Laki-laki,1784472,Deposito,Bandung,2022-12-15
1570,36,Perempuan,1337692,Deposito,Jakarta Pusat,2021-06-15
1571,42,Perempuan,1202667,Deposito,Yogyakarta,2020-08-23
1572,44,Perempuan,7760353,Tabungan,Bali,2020-10-04
1573,50,Perempuan,7415382,Deposito,Bandung,2022-05-30
1574,46,Perempuan,19572593,Deposito,Bandung,2022-07-15
1575,63,Laki-laki,3197921,Tabungan,Bali,2021-01-02
1576,30,Laki-laki,26425615,Deposito,Yogyakarta,2021-12-05
1577,38,Laki-laki,8027592,Deposito,Yogyakarta,2021-12-12
1578,61,Laki-laki,3882547,Deposito,Surabaya,2022-07-17
1579,47,Perempuan,21331682,Deposito,Bali,2021-10-31
1580,53,Perempuan,24253795,Tabungan,Bandung,2020-03-06
1581,51,Perempuan,24120065,Tabungan,Surabaya,2021-04-30
1582,31,Perempuan,8681737,Tabungan,Surabaya,2022-07-04
1583,45,Laki-laki,19295198,Deposito,Bandung,2021-11-18
1584,50,Perempuan,1206057,Deposito,Jakarta Pusat,2020-11-14
1585,53,Perempuan,15457293,Deposito,Bali,2022-05-02
1586,47,Perempuan,28887394,Deposito,Surabaya,2020-04-08
1587,54,Perempuan,18014860,Tabungan,Bali,2022-12-04
1588,43,Perempuan,7943839,Tabungan,Bandung,2022-02-10
1589,24,Laki-laki,13771491,Deposito,Jakarta Pusat,2021-05-27
1590,55,Laki-laki,4250930,Deposito,Yogyakarta,2020-12-20
1591,54,Perempuan,9866934,Tabungan,Surabaya,2020-11-11
1592,58,Laki-laki,17709206,Tabungan,Surabaya,2022-07-25
1593,39,Laki-laki,9612639,Deposito,Jakarta Pusat,2020-07-02
1594,36,Laki-laki,20741729,Tabungan,Jakarta Pusat,2020-01-19
1595,31,Perempuan,11344327,Tabungan,Surabaya,2022-06-25
1596,64,Perempuan,19635988,Tabungan,Surabaya,2021-06-24
1597,52,Perempuan,20145723,Deposito,Bandung,2022-04-18
1598,46,Perempuan,7364625,Deposito,Yogyakarta,2020-03-08
1599,40,Laki-laki,27343792,Tabungan,Jakarta Pusat,2021-09-17
1600,36,Laki-laki,23257511,Deposito,Bali,2021-06-24
1601,40,Perempuan,21778813,Deposito,Yogyakarta,2020-02-09
1602,23,Laki-laki,3554569,Deposito,Jakarta Pusat,2022-08-24
1603,66,Laki-laki,12909177,Tabungan,Jakarta Pusat,2020-07-04
1604,55,Laki-laki,12188702,Tabungan,Surabaya,2022-12-05
1605,36,Laki-laki,12157779,Deposito,Jakarta Pusat,2020-07-30
1606,34,Perempuan,29092820,Deposito,Yogyakarta,2021-06-10
1607,48,Laki-laki,23177026,Deposito,Bandung,2020-09-18
1608,62,Perempuan,28066831,Tabungan,Jakarta Pusat,2021-08-01
1609,45,Perempuan,6586553,Deposito,Surabaya,2022-11-24
1610,52,Laki-laki,23458867,Tabungan,Bandung,2020-06-19
1611,33,Perempuan,8982592,Tabungan,Jakarta Pusat,2021-05-23
1612,25,Laki-laki,13012798,Deposito,Surabaya,2022-09-15
1613,49,Laki-laki,17302795,Deposito,Yogyakarta,2021-11-22
1614,34,Perempuan,25909857,Deposito,Bandung,2021-09-10
1615,55,Laki-laki,4890544,Tabungan,Surabaya,2020-07-03
1616,44,Perempuan,14238164,Tabungan,Yogyakarta,2021-10-06
1617,49,Laki-laki,2085519,Deposito,Bali,2022-03-17
1618,21,Laki-laki,27489640,Tabungan,Bali,2021-03-25
1619,43,Laki-laki,1260291,Deposito,Bandung,2020-02-20
1620,56,Perempuan,25927618,Deposito,Jakarta Pusat,2022-12-10
1621,50,Perempuan,15156203,Deposito,Yogyakarta,2020-08-02
1622,41,Perempuan,16367078,Tabungan,Bali,2021-11-07
1623,21,Perempuan,5145451,Deposito,Bandung,2020-04-27
1624,57,Perempuan,25070003,Deposito,Bandung,2022-09-10
1625,51,Laki-laki,4893481,Tabungan,Bali,2021-03-18
1626,61,Laki-laki,21710620,Deposito,Yogyakarta,2020-07-09
1627,42,Laki-laki,24453640,Deposito,Yogyakarta,2021-08-14
1628,27,Laki-laki,20305847,Deposito,Surabaya,2021-06-22
1629,49,Perempuan,10730168,Deposito,Bali,2020-08-28
1630,36,Perempuan,10084158,Tabungan,Bandung,2020-04-13
1631,54,Perempuan,18022250,Tabungan,Surabaya,2020-02-06
1632,39,Perempuan,20978792,Tabungan,Surabaya,2020-09-26
1633,54,Laki-laki,1615576,Deposito,Bandung,2022-01-12
1634,57,Perempuan,4001270,Deposito,Jakarta Pusat,2021-07-27
1635,46,Perempuan,26776918,Deposito,Bali,2020-06-04
1636,41,Perempuan,29698963,Deposito,Surabaya,2021-08-10
1637,34,Perempuan,22665038,Tabungan,Bali,2022-01-12
1638,47,Perempuan,15967777,Tabungan,Bandung,2021-02-04
1639,47,Laki-laki,20288370,Deposito,Jakarta Pusat,2020-10-26
1640,23,Laki-laki,16519333,Deposito,Yogyakarta,2022-04-22
1641,66,Perempuan,24244443,Tabungan,Surabaya,2021-04-30
1642,33,Laki-laki,27072925,Tabungan,Surabaya,2021-10-18
1643,52,Laki-laki,3743277,Deposito,Jakarta Pusat,2020-06-27
1644,59,Laki-laki,13980122,Tabungan,Jakarta Pusat,2022-04-26
1645,23,Perempuan,12293170,Tabungan,Surabaya,2022-07-02
1646,21,Perempuan,22392347,Tabungan,Surabaya,2020-02-05
1647,49,Perempuan,12090286,Deposito,Bandung,2021-07-17
1648,44,Perempuan,21805205,Deposito,Yogyakarta,2022-08-08
1649,55,Laki-laki,7840912,Tabungan,Jakarta Pusat,2021-01-26
1650,68,Laki-laki,4370755,Deposito,Bali,2022-01-22
1651,42,Perempuan,14714845,Deposito,Yogyakarta,2022-01-19
1652,58,Laki-laki,14407309,Deposito,Jakarta Pusat,2020-01-27
1653,57,Laki-laki,15613712,Tabungan,Jakarta Pusat,2020-12-08
1654,25,Laki-laki,15589631,Tabungan,Surabaya,2020-10-17
1655,68,Laki-laki,5105471,Deposito,Jakarta Pusat,2021-11-23
1656,69,Perempuan,9214427,Deposito,Yogyakarta,2021-06-25
1657,48,Laki-laki,4006064,Deposito,Bandung,2022-07-30
1658,23,Perempuan,17152287,Tabungan,Jakarta Pusat,2020-02-19
1659,30,Perempuan,12549417,Deposito,Surabaya,2020-02-18
1660,42,Laki-laki,27622801,Tabungan,Bandung,2021-01-03
1661,53,Perempuan,12797039,Tabungan,Jakarta Pusat,2021-03-04
1662,55,Laki-laki,15886298,Deposito,Surabaya,2022-03-26
1663,40,Laki-laki,8542988,Deposito,Yogyakarta,2022-01-28
1664,44,Perempuan,11340514,Deposito,Bandung,2021-05-19
1665,50,Laki-laki,29777850,Tabungan,Surabaya,2022-09-17
1666,40,Perempuan,18492726,Tabungan,Yogyakarta,2021-06-05
1667,32,Laki-laki,1568776,Deposito,Bali,2022-07-28
1668,47,Laki-laki,1698653,Tabungan,Bali,2021-08-11
1669,20,Laki-laki,1124528,Deposito,Bandung,2020-01-17
1670,45,Perempuan,12201894,Deposito,Jakarta Pusat,2022-05-03
1671,61,Perempuan,12561977,Deposito,Yogyakarta,2020-01-31
1672,25,Perempuan,10202146,Tabungan,Bali,2021-12-21
1673,30,Perempuan,5744360,Deposito,Bandung,2021-05-07
1674,60,Perempuan,3461440,Deposito,Bandung,2022-09-04
1675,53,Laki-laki,7963900,Tabungan,Bali,2020-10-15
1676,26,Laki-laki,13033544,Deposito,Yogyakarta,2020-09-27
1677,61,Laki-laki,7033770,Deposito,Yogyakarta,2021-09-19
1678,38,Laki-laki,28349444,Deposito,Surabaya,2021-11-11
1679,40,Perempuan,24662094,Deposito,Bali,2021-01-21
1680,61,Perempuan,2032356,Tabungan,Bandung,2022-04-23
1681,68,Perempuan,26901073,Tabungan,Surabaya,2021-04-29
1682,37,Perempuan,12979367,Tabungan,Surabaya,2021-12-27
1683,43,Laki-laki,5384223,Deposito,Bandung,2021-08-17
1684,47,Perempuan,4315988,Deposito,Jakarta Pusat,2020-07-17
1685,21,Perempuan,29408574,Deposito,Bali,2022-07-21
1686,66,Perempuan,8702914,Deposito,Surabaya,2022-05-22
1687,45,Perempuan,4829152,Tabungan,Bali,2021-06-12
1688,67,Perempuan,18318825,Tabungan,Bandung,2020-12-30
1689,65,Laki-laki,22987914,Deposito,Jakarta Pusat,2021-02-16
1690,35,Laki-laki,24042490,Deposito,Yogyakarta,2021-03-19
1691,33,Perempuan,8299710,Tabungan,Surabaya,2020-01-06
1692,46,Laki-laki,10684423,Tabungan,Surabaya,2022-03-07
1693,28,Laki-laki,8743182,Deposito,Jakarta Pusat,2020-09-26
1694,48,Laki-laki,24329921,Tabungan,Jakarta Pusat,2021-03-29
1695,67,Perempuan,2785479,Tabungan,Surabaya,2020-10-03
1696,29,Perempuan,9365647,Tabungan,Surabaya,2020-06-09
1697,62,Perempuan,27880932,Deposito,Bandung,2020-10-13
1698,30,Perempuan,16158752,Deposito,Yogyakarta,2021-02-22
1699,21,Laki-laki,8783886,Tabungan,Jakarta Pusat,2022-01-11
1700,24,Laki-laki,5996183,Deposito,Bali,2021-12-25
1701,36,Perempuan,15737974,Deposito,Yogyakarta,2020-03-28
1702,25,Laki-laki,18937327,Deposito,Jakarta Pusat,2022-01-20
1703,56,Laki-laki,24349323,Tabungan,Jakarta Pusat,2021-01-02
1704,51,Laki-laki,14882405,Tabungan,Surabaya,2020-03-13
1705,22,Laki-laki,21783289,Deposito,Jakarta Pusat,2020-04-01
1706,51,Perempuan,10258834,Deposito,Yogyakarta,2021-05-07
1707,69,Laki-laki,11718053,Deposito,Bandung,2022-01-06
1708,62,Perempuan,11954513,Tabungan,Jakarta Pusat,2020-09-27
1709,64,Perempuan,23131778,Deposito,Surabaya,2021-10-20
1710,63,Laki-laki,11972307,Tabungan,Bandung,2022-11-14
1711,49,Perempuan,27236461,Tabungan,Jakarta Pusat,2022-06-26
1712,28,Laki-laki,7573923,Deposito,Surabaya,2020-11-25
1713,25,Laki-laki,20027730,Deposito,Yogyakarta,2022-04-22
1714,49,Perempuan,2636173,Deposito,Bandung,2021-12-18
1715,28,Laki-laki,25381653,Tabungan,Surabaya,2020-01-25
1716,31,Perempuan,15795089,Tabungan,Yogyakarta,2020-08-31
1717,38,Laki-laki,8707838,Deposito,Bali,2022-04-15
1718,46,Laki-laki,4898524,Tabungan,Bali,2022-01-06
1719,64,Laki-laki,28338383,Deposito,Bandung,2022-11-04
1720,23,Perempuan,22252350,Deposito,Jakarta Pusat,2020-08-29
1721,34,Perempuan,2864536,Deposito,Yogyakarta,2021-04-15
1722,49,Perempuan,2934482,Tabungan,Bali,2022-10-02
1723,59,Perempuan,26962490,Deposito,Bandung,2020-05-20
1724,49,Perempuan,27805461,Deposito,Bandung,2021-07-15
1725,45,Laki-laki,14860570,Tabungan,Bali,2021-06-10
1726,60,Laki-laki,26115437,Deposito,Yogyakarta,2022-11-19
1727,23,Laki-laki,14139522,Deposito,Yogyakarta,2020-06-01
1728,47,Laki-laki,14852135,Deposito,Surabaya,2021-05-26
1729,42,Perempuan,16026698,Deposito,Bali,2022-10-15
1730,47,Perempuan,6985950,Tabungan,Bandung,2020-11-11
1731,47,Perempuan,17288178,Tabungan,Surabaya,2021-10-13
1732,47,Perempuan,11906221,Tabungan,Surabaya,2020-05-22
1733,21,Laki-laki,6275952,Deposito,Bandung,2022-11-27
1734,48,Perempuan,16847711,Deposito,Jakarta Pusat,2021-10-11
1735,60,Perempuan,19818470,Deposito,Bali,2020-06-04
1736,29,Perempuan,27410194,Deposito,Surabaya,2021-06-26
1737,21,Perempuan,1700259,Tabungan,Bali,2021-01-09
1738,53,Perempuan,9545918,Tabungan,Bandung,2022-10-17
1739,62,Laki-laki,11385997,Deposito,Jakarta Pusat,2022-07-26
1740,38,Laki-laki,22475631,Deposito,Yogyakarta,2021-02-20
1741,22,Perempuan,11759827,Tabungan,Surabaya,2020-07-05
1742,51,Laki-laki,16896825,Tabungan,Surabaya,2021-02-01
1743,22,Laki-laki,18854625,Deposito,Jakarta Pusat,2020-07-01
1744,34,Laki-laki,28177027,Tabungan,Jakarta Pusat,2020-12-21
1745,33,Perempuan,10613752,Tabungan,Surabaya,2022-04-06
1746,65,Perempuan,16405789,Tabungan,Surabaya,2020-09-02
1747,47,Perempuan,10470262,Deposito,Bandung,2020-03-20
1748,61,Perempuan,5326351,Deposito,Yogyakarta,2022-01-12
1749,63,Laki-laki,16734397,Tabungan,Jakarta Pusat,2022-08-10
1750,69,Laki-laki,24912363,Deposito,Bali,2022-04-23
1751,64,Perempuan,4584107,Deposito,Yogyakarta,2020-02-20
1752,27,Laki-laki,9327215,Deposito,Jakarta Pusat,2021-05-03
1753,42,Laki-laki,6508583,Tabungan,Jakarta Pusat,2020-10-25
1754,55,Laki-laki,5850672,Tabungan,Surabaya,2020-09-20
1755,38,Laki-laki,20708255,Deposito,Jakarta Pusat,2022-08-20
1756,58,Perempuan,18177462,Deposito,Yogyakarta,2020-03-07
1757,49,Laki-laki,15721404,Deposito,Bandung,2022-01-18
1758,51,Perempuan,24996280,Tabungan,Jakarta Pusat,2022-05-06
1759,68,Perempuan,18381416,Deposito,Surabaya,2022-11-19
1760,51,Laki-laki,10358151,Tabungan,Bandung,2020-06-10
1761,38,Perempuan,19953248,Tabungan,Jakarta Pusat,2020-02-15
1762,23,Laki-laki,14141729,Deposito,Surabaya,2021-11-22
1763,24,Laki-laki,2424940,Deposito,Yogyakarta,2022-02-20
1764,42,Perempuan,15451033,Deposito,Bandung,2020-05-16
1765,24,Laki-laki,20569627,Tabungan,Surabaya,2021-01-14
1766,43,Perempuan,21857988,Tabungan,Yogyakarta,2021-01-16
1767,60,Laki-laki,7049826,Deposito,Bali,2021-10-14
1768,32,Laki-laki,29065221,Tabungan,Bali,2022-03-07
1769,69,Laki-laki,18955979,Deposito,Bandung,2021-07-20
1770,67,Perempuan,24056609,Deposito,Jakarta Pusat,2020-10-31
1771,40,Perempuan,5276235,Deposito,Yogyakarta,2021-04-28
1772,30,Perempuan,7963588,Tabungan,Bali,2021-06-30
1773,21,Perempuan,4118143,Deposito,Bandung,2021-02-15
1774,38,Perempuan,26726909,Deposito,Bandung,2020-03-30
1775,32,Laki-laki,7779801,Tabungan,Bali,2022-01-14
1776,65,Laki-laki,28935809,Deposito,Yogyakarta,2021-10-16
1777,59,Laki-laki,19156102,Deposito,Yogyakarta,2020-11-29
1778,23,Laki-laki,22171579,Deposito,Surabaya,2020-05-21
1779,52,Perempuan,13815442,Deposito,Bali,2022-01-13
1780,33,Perempuan,3732632,Tabungan,Bandung,2020-01-18
1781,26,Perempuan,15374602,Tabungan,Surabaya,2022-08-16
1782,38,Perempuan,29221565,Tabungan,Surabaya,2021-04-11
1783,45,Laki-laki,4505446,Deposito,Bandung,2021-06-10
1784,61,Perempuan,28005733,Deposito,Jakarta Pusat,2021-12-27
1785,64,Perempuan,14251425,Deposito,Bali,2021-02-26
1786,62,Perempuan,21719728,Deposito,Surabaya,2020-11-20
1787,59,Perempuan,20609590,Tabungan,Bali,2022-04-12
1788,62,Perempuan,28064066,Tabungan,Bandung,2022-06-03
1789,22,Laki-laki,6705413,Deposito,Jakarta Pusat,2022-01-20
1790,29,Laki-laki,1621952,Deposito,Yogyakarta,2022-05-13
1791,41,Perempuan,16472837,Tabungan,Surabaya,2020-07-02
1792,68,Laki-laki,16142302,Tabungan,Surabaya,2022-03-16
1793,34,Laki-laki,15223240,Deposito,Jakarta Pusat,2021-08-31
1794,51,Laki-laki,28651448,Tabungan,Jakarta Pusat,2020-07-16
1795,52,Perempuan,10336801,Tabungan,Surabaya,2021-07-20
1796,39,Perempuan,24778239,Tabungan,Surabaya,2021-01-22
1797,24,Perempuan,6344063,Deposito,Bandung,2021-06-18
1798,60,Perempuan,28637398,Deposito,Yogyakarta,2020-09-07
1799,39,Laki-laki,8674460,Tabungan,Jakarta Pusat,2020-01-11
1800,65,Laki-laki,17992766,Deposito,Bali,2020-02-05
1801,43,Perempuan,12660914,Deposito,Yogyakarta,2020-09-01
1802,42,Laki-laki,8590423,Deposito,Jakarta Pusat,2021-05-03
1803,35,Laki-laki,6548090,Tabungan,Jakarta Pusat,2020-11-26
